NCM;DESCRICAO
30049063;"Albendazol ou seu sulf xido; mebendazol; 6-mercaptopurina; metilsulfato de amez nio; oxifendazol; praziquantel"
30049064;"Alprazolam; bromazepam; clordiazep xido; cloridrato de petidina; diazepam; droperidol; mazindol; triazolam"
30049065;"Benzetimida ou seu cloridrato; fenito na ou seu sal s dico; isoniazida; pirazinamida"
30049066;"cido 2-(2-metil-3-cloroanilina)nicot nico ou seu sal de lisina; metronidazol ou seus sais; azatioprina; nitrato de miconazol"
30049067;"Enrofloxacina; maleato de enalapril; maleato de pirilamina; nicarbazina; norfloxacina; sais de piperazina"
30049068;"Altretamina; bortezomib; cloridrato de erlotinibe; dacarbazina; disoproxilfumarato de tenofovir; enfuvirtida; fluspirileno; letrozol; lopinavir; mesilato de imatinib; nelfinavir ou seu mesilato; nevirapine; pemetrexed; saquinavir; sulfato de abacavir; sulfato de atazanavir; sulfato de indinavir; temozolomida; tioguanina; tiopental s dico; tosilato de niraparibe; trietilenotiofosforamida; trimetrexato; uracil e tegafur; verteporfin"
30049069;Outros
3004907;Que contenham produtos das posi  es 29.34, 29.35 e 29.38, mas que n o contenham produtos dos itens 3004.90.1 a 3004.90.6
30049071;"Levamisol ou seus sais; tetramisol"
30049072;"Sulfadiazina ou seu sal s dico; sulfametoxazol"
30049073;"Cloxazolam; ketazolam; piroxicam; tenoxicam"
30049074;"Ftalilsulfatiazol; inosina"
30049075;"Enantato de flufenazina; prometazina; gliburida; rutos dio; deslanos dio"
30049076;"Clortalidona; furosemida"
30049077;"Cloridrato de tizanidina; cetoconazol; furazolidona"
30049078;"Amprenavir; aprepitanto; delavirdina ou seu mesilato; efavirenz; emtricitabina; etop sido; everolimus; fosamprenavir c lcico; fosfato de fludarabina; gencitabina ou seu cloridrato; mesilato de dabrafenibe; raltitrexida; ritonavir; sirolimus; tacrolimus; temsirolimus; tenip sido; tipranavir"
30049079;Outros
3004909;Outros
30049091;Extrato de p len
30049092;"Crisarobina; disofenol"
30049093;Diclofenaco resinato
30049094;Silimarina
30049095;"Bussulfano; dexormaplatina; dietilestilbestrol ou seu dipropionato; enloplatina; iproplatina; lobaplatina; miboplatina; miltefosina; mitotano; ormaplatina; procarbazina ou seu cloridrato; propofol; sebriplatina; zeniplatina"
30049096;Complexo de ferro dextrana
30049097;Sevoflurano
30049098;Regenerador de cartilagem, constitu do por col geno moldado, absorv vel
30049099;Outros
3005;Pastas (ouates), gazes, ataduras (ligaduras) e artigos an logos (por exemplo, curativos (pensos), esparadrapos, sinapismos), impregnados ou recobertos de subst ncias farmac uticas ou acondicionados para venda a retalho para usos medicinais, cir rgicos, odontol gicos ou veterin rios.
300510;- Curativos (pensos) adesivos e outros artigos com uma camada adesiva
30051010;Impregnados ou recobertos de subst ncias farmac uticas
30051020;Curativos (pensos) cir rgicos que permitem a observa  o direta de feridas
30051030;Curativos (pensos) imperme veis aplic veis sobre mucosas
30051040;Curativos (pensos) com obturador pr prios para colostomia (cones obturadores)
30051050;Curativos (pensos) com fecho de correr pr prios para fechar ferimentos
30051090;Outros
300590;- Outros
3005901;Curativos (pensos) reabsorv veis
30059011;De  cido poliglic lico
30059012;De copol meros de  cido glic lico e  cido l ctico
30059019;Outros
30059020;Campos cir rgicos, de falso tecido (tecido n o tecido)
30059090;Outros
3006;Prepara  es e artigos farmac uticos indicados na Nota 4 deste Cap tulo.
300610;"- Categutes esterilizados, materiais esterilizados semelhantes para suturas cir rgicas (incluindo os fios absorv veis esterilizados para cirurgia ou odontologia) e adesivos esterilizados para tecidos org nicos, utilizados em cirurgia para fechar ferimentos; lamin rias esterilizadas; hemost ticos absorv veis esterilizados para cirurgia ou odontologia; barreiras antiaderentes esterilizadas para cirurgia ou odontologia, absorv veis ou n o"
30061010;Materiais para suturas cir rgicas, de polidioxanona
30061020;Materiais para suturas cir rgicas, de a o inoxid vel
30061090;Outros
300630;"- Prepara  es opacificantes para exames radiogr ficos; reagentes de diagn stico concebidos para serem administrados ao paciente"
3006301;Prepara  es opacificantes para exames radiogr ficos
30063011;base de ioexol
30063012;base de iocarmato de dimeglumina ou de iodixanol
30063013;base de iopamidol
30063015;base de di xido de zirc nio e sulfato de gentamicina
30063016;base de diatrizoato de s dio ou de meglumina
30063017;base de iomeprol, iopromida ou de ioversol
30063018;base de iotalamato de s dio, de iotalamato de meglumina ou de suas misturas
30063019;Outras
3006302;Reagentes de diagn stico concebidos para serem administrados ao paciente
30063021;base de somatoliberina
30063029;Outros
300640;"- Cimentos e outros produtos para obtura  o dent ria; cimentos para reconstitui  o  ssea"
3006401;Cimentos e outros produtos para obtura  o dent ria
30064011;Cimentos
30064012;Outros produtos para obtura  o dent ria
30064020;Cimentos para reconstitui  o  ssea
30065000;- Estojos e caixas de primeiros socorros, guarnecidos
30066000;- Prepara  es qu micas contraceptivas   base de horm nios, de outros produtos da posi  o 29.37 ou de espermicidas
30067000;- Prepara  es apresentadas sob a forma de gel concebidas para uso em medicina humana ou veterin ria como lubrificante para determinadas partes do corpo em interven  es cir rgicas ou exames m dicos ou como meio de liga  o entre o corpo e os instrumentos m dicos
30069;- Outros:
300691;-- Equipamentos identific veis para ostomia
30069110;Bolsas para colostomia, ileostomia e urostomia
30069190;Outros
30069200;-- Res duos farmac uticos
30069300;-- Placebos e estojos para ensaios cl nicos cegos (ou duplo-cegos) destinados a um ensaio cl nico reconhecido, apresentados em doses
31;Adubos (fertilizantes).
31010000;"Adubos (fertilizantes) de origem animal ou vegetal, mesmo misturados entre si ou tratados quimicamente; adubos (fertilizantes) resultantes da mistura ou do tratamento qu mico de produtos de origem animal ou vegetal."
3102;Adubos (fertilizantes) minerais ou qu micos, nitrogenados (azotados).
310210;- Ureia, mesmo em solu  o aquosa
31021010;Que contenha, em peso, mais de 45 % de nitrog nio (azoto), calculado sobre o produto anidro no estado seco
31021090;Outra
31022;"- Sulfato de am nio; sais duplos e misturas, de sulfato de am nio e de nitrato de am nio:"
31022100;-- Sulfato de am nio
310229;-- Outros
31022910;Sulfonitrato de am nio
31022990;Outros
31023000;- Nitrato de am nio, mesmo em solu  o aquosa
31024000;- Misturas de nitrato de am nio com carbonato de c lcio ou com outras mat rias inorg nicas desprovidas de poder fertilizante
310250;- Nitrato de s dio
3102501;Natural
31025011;Que contenha, em peso, 16,3 % ou menos de nitrog nio (azoto)
31025019;Outro
31025090;Outro
31026000;- Sais duplos e misturas de nitrato de c lcio e de nitrato de am nio
31028000;- Misturas de ureia com nitrato de am nio em solu  es aquosas ou amoniacais
31029000;- Outros, incluindo as misturas n o mencionadas nas subposi  es precedentes
3103;Adubos (fertilizantes) minerais ou qu micos, fosfatados.
31031;- Superfosfatos:
31031100;-- Que contenham, em peso, 35 % ou mais de pent xido de dif sforo (P2O5)
31031900;-- Outros
310390;- Outros
3103901;Hidrogeno-ortofosfato de c lcio
31039011;Que contenha, em peso, 46 % ou menos de pent xido de dif sforo (P2O5)
31039019;Outros
31039090;Outros
3104;Adubos (fertilizantes) minerais ou qu micos, pot ssicos.
310420;- Cloreto de pot ssio
31042010;Que contenha, em peso, 60 % ou menos de  xido de pot ssio (K2O)
31042090;Outros
310430;- Sulfato de pot ssio
31043010;Que contenha, em peso, 52 % ou menos de  xido de pot ssio (K2O)
31043090;Outros
310490;- Outros
31049010;Sulfato duplo de pot ssio e magn sio, que contenha, em peso, 30 % ou mais de  xido de pot ssio (K2O)
31049090;Outros
3105;"Adubos (fertilizantes) minerais ou qu micos, que contenham dois ou tr s dos seguintes elementos fertilizantes: nitrog nio (azoto), f sforo e pot ssio; outros adubos (fertilizantes); produtos do presente Cap tulo apresentados em tabletes ou formas semelhantes, ou ainda em embalagens de peso bruto n o superior a 10 kg."
31051000;- Produtos do presente Cap tulo apresentados em tabletes ou formas semelhantes, ou ainda em embalagens de peso bruto n o superior a 10 kg
31052000;- Adubos (fertilizantes) minerais ou qu micos, que contenham os tr s elementos fertilizantes: nitrog nio (azoto), f sforo e pot ssio
31053000;- Hidrogeno-ortofosfato de diam nio (fosfato de diam nio ou diamoniacal)
31054000;- Di-hidrogeno-ortofosfato de am nio (fosfato de monoam nio ou monoamoniacal), mesmo misturado com hidrogeno-ortofosfato de diam nio (fosfato de diam nio ou diamoniacal)
31055;- Outros adubos (fertilizantes) minerais ou qu micos, que contenham os dois elementos fertilizantes: nitrog nio (azoto) e f sforo:
31055100;-- Que contenham nitratos e fosfatos
31055900;-- Outros
31056000;- Adubos (fertilizantes) minerais ou qu micos, que contenham os dois elementos fertilizantes: f sforo e pot ssio
310590;- Outros
3105901;Nitrato de s dio pot ssico
31059011;Que contenha, em peso, 15 % ou menos de nitrog nio (azoto) e 15 % ou menos de  xido de pot ssio (K2O)
31059019;Outros
31059090;Outros
32;"Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras mat rias corantes; tintas e vernizes; m stiques; tintas de escrever."
3201;"Extratos tanantes de origem vegetal; taninos e seus sais,  teres,  steres e outros derivados."
32011000;- Extrato de quebracho
32012000;- Extrato de mimosa
320190;- Outros
3201901;Extratos
32019011;De gambir
32019012;De carvalho ou de castanheiro
32019019;Outros
32019020;Taninos
32019090;Outros
3202;"Produtos tanantes org nicos sint ticos; produtos tanantes inorg nicos; prepara  es tanantes, mesmo que contenham produtos tanantes naturais; prepara  es enzim ticas para a pr -curtimenta."
32021000;- Produtos tanantes org nicos sint ticos
320290;- Outros
3202901;Produtos tanantes inorg nicos
32029011;base de sais de cromo
32029012;base de sais de tit nio
32029013;base de sais de zirc nio
32029019;Outros
3202902;Prepara  es tanantes
32029021;base de compostos de cromo
32029029;Outros
32029030;Prepara  es enzim ticas para a pr -curtimenta
320300;"Mat rias corantes de origem vegetal ou animal (incluindo os extratos tintoriais, mas excluindo os negros de origem animal), mesmo de constitui  o qu mica definida; prepara  es indicadas na Nota 3 do presente Cap tulo,   base de mat rias corantes de origem vegetal ou animal."
3203001;Mat rias corantes de origem vegetal
32030011;Hemate na
32030012;Fisetina
32030013;Morina
32030019;Outras
3203002;Mat rias corantes de origem animal
32030021;Carmim de cochonilha
32030029;Outras
32030030;Prepara  es indicadas na Nota 3 do presente Cap tulo,   base de mat rias corantes de origem vegetal ou animal
3204;"Mat rias corantes org nicas sint ticas, mesmo de constitui  o qu mica definida; prepara  es indicadas na Nota 3 do presente Cap tulo,   base de mat rias corantes org nicas sint ticas; produtos org nicos sint ticos do tipo utilizado como agentes de avivamento fluorescentes ou como lumin foros, mesmo de constitui  o qu mica definida."
32041;- Mat rias corantes org nicas sint ticas e prepara  es indicadas na Nota 3 do presente Cap tulo,   base dessas mat rias corantes:
32041100;-- Corantes dispersos e prepara  es   base desses corantes
320412;"-- Corantes  cidos, mesmo metalizados, e prepara  es   base desses corantes; corantes mordentes e prepara  es   base desses corantes"
32041210;Corantes  cidos, mesmo metalizados, e prepara  es   base desses corantes
32041220;Corantes mordentes e prepara  es   base desses corantes
32041300;-- Corantes b sicos e prepara  es   base desses corantes
32041400;-- Corantes diretos e prepara  es   base desses corantes
320415;-- Corantes de cuba (incluindo os utiliz veis, no estado em que se apresentam, como pigmentos) e prepara  es   base desses corantes
32041510;Indigo blue segundo Colour Index 73000
32041520;Dibenzantrona
32041530;12,12-Dimetoxidibenzantrona
32041590;Outros
32041600;-- Corantes reagentes e prepara  es   base desses corantes
32041700;-- Pigmentos e prepara  es   base desses pigmentos
320418;-- Mat rias corantes carotenoides e prepara  es   base dessas mat rias
32041810;Carotenoides
32041820;Prepara  es que contenham beta-caroteno,  steres met lico ou et lico do  cido 8'-apo-beta-carotenoico ou cantaxantina, com  leos vegetais, amido, gelatina, sacarose ou dextrina, pr prias para colorir alimentos
32041830;Outras prepara  es pr prias para colorir alimentos
32041890;Outras
320419;-- Outras, incluindo as misturas de mat rias corantes de duas ou mais das subposi  es 3204.11 a 3204.19
32041920;Corantes sol veis em solventes (corantes solventes)
32041930;Corantes azoicos
32041990;Outras
320420;- Produtos org nicos sint ticos do tipo utilizado como agentes de avivamento fluorescentes
3204201;Derivados do estilbeno
32042011;Derivados do  cido 4,4-bis-(1,3,5)triazinil-6-aminoestilbeno-2,2-dissulf nico
32042019;Outros
32042090;Outros
32049000;- Outros
32050000;"Lacas corantes; prepara  es indicadas na Nota 3 do presente Cap tulo,   base de lacas corantes."
3206;"Outras mat rias corantes; prepara  es indicadas na Nota 3 do presente Cap tulo, exceto das posi  es 32.03, 32.04 ou 32.05; produtos inorg nicos do tipo utilizado como lumin foros, mesmo de constitui  o qu mica definida."
32061;- Pigmentos e prepara  es   base de di xido de tit nio:
320611;-- Que contenham, em peso, 80 % ou mais de di xido de tit nio, calculado sobre a mat ria seca
32061110;Pigmentos tipo rutilo
32061120;Outros pigmentos
32061130;Prepara  es
320619;-- Outros
32061910;Pigmento constitu do por mica revestida com pel cula de di xido de tit nio
32061990;Outros
32062000;- Pigmentos e prepara  es   base de compostos de cromo
32064;- Outras mat rias corantes e outras prepara  es:
32064100;-- Ultramar e suas prepara  es
320642;-- Litop nio, outros pigmentos e prepara  es   base de sulfeto de zinco
32064210;Litop nio
32064290;Outros
320649;-- Outras
32064910;Pigmentos e prepara  es   base de compostos de c dmio
32064920;Pigmentos e prepara  es   base de hexacianoferratos (ferrocianetos e ferricianetos)
32064990;Outras
320650;- Produtos inorg nicos do tipo utilizado como lumin foros
3206501;Com subst ncias radioativas de radioatividade espec fica inferior ou igual a 74 Bq/g (0,002  Ci/g)
32065011;Halofosfatos de c lcio ou de estr ncio
32065019;Outros
3206502;Sem subst ncias radioativas
32065021;Halofosfatos de c lcio ou de estr ncio
32065029;Outros
3207;"Pigmentos, opacificantes e cores preparados, composi  es vitrific veis, engobos, polimentos (esmaltes met licos*) l quidos e prepara  es semelhantes, do tipo utilizado nas ind strias da cer mica, do esmalte e do vidro; fritas de vidro e outros vidros, em p , em gr nulos, em lamelas ou em flocos."
320710;- Pigmentos, opacificantes e cores preparados e prepara  es semelhantes
32071020;Suspens o de pigmentos em solventes org nicos, do tipo utilizado em impressoras de jato de tinta para decora  o de superf cies cer micas por cozimento
32071030;Outros,   base de zirc nio ou de seus sais
32071090;Outros
320720;- Composi  es vitrific veis, engobos e prepara  es semelhantes
32072010;Engobos
3207209;Outras
32072091;Com um teor, em peso, de prata igual ou superior a 25 % ou de bismuto igual ou superior a 40 %, do tipo utilizado na fabrica  o de circuitos impressos
32072099;Outras
32073000;- Polimentos (Esmaltes met licos*) l quidos e prepara  es semelhantes
320740;- Fritas de vidro e outros vidros, em p , em gr nulos, em lamelas ou em flocos
32074010;Fritas de vidro
32074090;Outros
3208;"Tintas e vernizes,   base de pol meros sint ticos ou de pol meros naturais modificados, dispersos ou dissolvidos em meio n o aquoso; solu  es definidas na Nota 4 do presente Cap tulo."
320810;-   base de poli steres
32081010;Tintas
32081020;Vernizes
32081030;Solu  es definidas na Nota 4 do presente Cap tulo
320820;-   base de pol meros acr licos ou vin licos
